Year,IT01,IT02,IT03,IT04,ES01,ES02,ES03,ES04,ES05,ES06,ES07,ES08,ES09,ES10,ES11,ES12,ES13,ES14,ES15,ES16,ES17,ES18,ES19,ES20,PT01,FR01,FR02,FR03,FR04,FR05,FR06,FR07,FR08,FR09,FR10,FR11,FR12,FR13,FR14,FR15,GB01,GB02,GB03,BE01,BE02,BE03,BE04,NL01,DE01,DE02,DE03,DE04,DE05,DE06,DE07,DE08,CH01,CH02,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,AT01,AT02,HR01,HU01,HU02,HU03,CZ01,CZ02,CZ03,CZ04,CZ05,CZ06,CZ07,CZ08,PL01,PL02,NO01,NO02,NO03,NO04,NO05,NO06,NO07,NO08,NO09,NO10,SE01,SE02,SE03,SE04,LV01,RU01,RU02,RU03,RU04,RU05
1626,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1627,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1628,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1629,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1630,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1631,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1632,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1633,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1634,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1635,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1636,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1637,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1638,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1639,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1640,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1641,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1642,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1643,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1644,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1645,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,2,1,1,1,2,2,2,3,3,1,1,1,1,1
1646,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,2,1,1,1,2,2,2,3,3,1,1,1,1,1
1647,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,2,1,1,1,2,2,2,3,3,1,1,1,1,1
1648,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,2,2,1,1,1,2,2,2,3,3,1,1,1,1,1
1649,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,1,2,2,2,3,3,1,1,1,1,1
1650,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,1,2,2,2,3,3,1,1,1,1,1
1651,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,1,2,2,2,3,3,1,1,1,1,1
1652,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,1,1,1,1,1
1653,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,1,1,1,1,1
1654,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,1,1,1,1,1
1655,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1656,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1657,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1658,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1659,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1660,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1661,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1662,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1663,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1664,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,2,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1665,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,2,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1666,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,3,2,2,3,3,3,2,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1667,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,2,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1668,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1669,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1
1670,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,1,1,1,1
1671,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,1,1,1,1
1672,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,1,1,1,1
1673,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,1,1,1,1
1674,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,1,1,1,1
1675,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1676,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1677,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1678,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1679,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1680,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1681,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1682,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1683,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1684,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1685,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1686,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1687,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1688,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1689,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
